Type,Post Date,Description,Amount,Category,
Sale,9/11/2017,ICITY REPAIR,-106.88,Work Related
Sale,9/3/2017,GOOGLE *SVCSAPPS_entre,-5,Work Related
Sale,1/23/2017,ITALKBB,-28.94,telephone&internet
Sale,1/29/2017,COMCAST,-87.61,telephone&internet
Sale,1/29/2017,RCN*CABLE PHONE INTERN,-37.98,telephone&internet
Sale,1/3/2017,ITALKBB,-10.93,telephone&internet
Sale,1/6/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,1/8/2017,VZWRLSS*IVR VN,-155,telephone&internet
Sale,10/23/2017,ITALKBB,-29.93,telephone&internet
Sale,10/29/2017,COMCAST,-90.63,telephone&internet
Sale,10/29/2017,RCN*CABLE PHONE INTERN,-42.31,telephone&internet
Sale,10/3/2017,ITALKBB,-22.67,telephone&internet
Sale,10/6/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,11/22/2017,ITALKBB,-29.93,telephone&internet
Sale,11/28/2017,RCN*CABLE PHONE INTERN,-37.98,telephone&internet
Sale,11/29/2017,COMCAST,-90.64,telephone&internet
Sale,11/3/2017,ITALKBB,-11.75,telephone&internet
Sale,11/6/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,2/22/2017,ITALKBB,-28.94,telephone&internet
Sale,2/28/2017,COMCAST,-87.61,telephone&internet
Sale,2/28/2017,RCN*CABLE PHONE INTERN,-37.98,telephone&internet
Sale,2/3/2017,ITALKBB,-10.61,telephone&internet
Sale,3/22/2017,ITALKBB,-28.94,telephone&internet
Sale,3/28/2017,COMCAST,-87.61,telephone&internet
Sale,3/28/2017,RCN*CABLE PHONE INTERN,-37.98,telephone&internet
Sale,3/5/2017,ITALKBB,-13.15,telephone&internet
Sale,4/23/2017,ITALKBB,-28.94,telephone&internet
Sale,4/28/2017,COMCAST,-87.65,telephone&internet
Sale,4/28/2017,RCN*CABLE PHONE INTERN,-37.98,telephone&internet
Sale,4/3/2017,ITALKBB,-62.34,telephone&internet
Sale,4/6/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,5/22/2017,ITALKBB,-79.92,telephone&internet
Sale,5/29/2017,COMCAST,-91.32,telephone&internet
Sale,5/29/2017,RCN*CABLE PHONE INTERN,-37.98,telephone&internet
Sale,5/3/2017,ITALKBB,-10.95,telephone&internet
Sale,5/7/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,6/22/2017,ITALKBB,-29.93,telephone&internet
Sale,6/28/2017,COMCAST,-90.65,telephone&internet
Sale,6/28/2017,RCN*CABLE PHONE INTERN,-47.98,telephone&internet
Sale,6/4/2017,ITALKBB,-13.87,telephone&internet
Sale,6/6/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,7/23/2017,ITALKBB,-29.93,telephone&internet
Sale,7/28/2017,COMCAST,-90.65,telephone&internet
Sale,7/28/2017,RCN*CABLE PHONE INTERN,-47.98,telephone&internet
Sale,7/3/2017,ITALKBB,-10.39,telephone&internet
Sale,7/6/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,8/22/2017,ITALKBB,-29.93,telephone&internet
Sale,8/28/2017,COMCAST,-90.3,telephone&internet
Sale,8/29/2017,RCN*CABLE PHONE INTERN,-47.98,telephone&internet
Sale,8/3/2017,ITALKBB,-10.07,telephone&internet
Sale,8/7/2017,CRICKET WIRELESS,-100,telephone&internet
Sale,9/22/2017,ITALKBB,-29.93,telephone&internet
Sale,9/4/2017,ITALKBB,-10.91,telephone&internet
Sale,9/6/2017,CRICKET WIRELESS,-100,telephone&internet
